TS1,0
TS2,0
TS3,0
TS4,0
TS5,0
TS6,1
TS7,0
TS8,0
TS9,1
TS10,0
TS11,1
TS12,1
TS13,0
TS14,0
TS15,0
TS16,1
TS17,0
TS18,0
TS19,1
TS20,0
TS21,1
TS22,0
TS23,0
TS24,0
TS25,0
TS26,0
TS27,0
TS28,1
TS29,0
TS30,0
TS31,1
TS32,0
TS33,0
TS34,1
TS35,0
TS36,1
TS37,1
TS38,1
TS39,1
TS40,0
TS41,0
TS42,0
TS43,0
TS44,0
TS45,0
TS46,0
TS47,1
TS48,1
TS49,0
TS50,1
TS51,1
TS52,0
TS53,1
TS54,0
TS55,0
TS56,0
TS57,1
TS58,1
TS59,0
TS60,0
TS61,0
TS62,1
TS63,1
TS64,1
TS65,0
TS66,1
TS67,0
TS68,0
TS69,0
TS70,0
TS71,0
TS72,0
TS73,0
TS74,1
TS75,0
TS76,1
TS77,0
TS78,1
TS79,0
TS80,0
TS81,0
TS82,0
TS83,1
TS84,0
TS85,0
TS86,0
TS87,1
TS88,1
TS89,1
TS90,0
TS91,0
TS92,0
TS93,1
TS94,1
TS95,0
TS96,0
TS97,0
TS98,1
TS99,0
TS100,1
TS101,1
TS102,0
TS103,0
TS104,0
TS105,0
TS106,1
TS107,0
TS108,0
TS109,0
TS110,0
TS111,0
TS112,0
TS113,0
TS114,0
TS115,0
TS116,1
TS117,0
TS118,1
TS119,1
TS120,0
TS121,1
TS122,0
TS123,1
TS124,0
TS125,0
TS126,1
TS127,1
TS128,0
TS129,0
TS130,1
TS131,0
TS132,1
TS133,0
TS134,0
TS135,0
TS136,0
TS137,0
TS138,0
TS139,1
TS140,1
TS141,0
TS142,0
TS143,0
TS144,1
TS145,0
TS146,0
TS147,1
TS148,0
TS149,0
TS150,0
TS151,0
TS152,0
TS153,1
TS154,0
TS155,1
TS156,1
TS157,1
TS158,0
TS159,0
TS160,0
TS161,1
TS162,0
TS163,0
TS164,1
TS165,0
TS166,0
TS167,1
TS168,1
TS169,0
TS170,1
TS171,0
TS172,0
TS173,0
TS174,0
TS175,0
TS176,1
TS177,1
TS178,1
TS179,0
TS180,0
TS181,0
TS182,0
TS183,1
TS184,1
TS185,0
TS186,1
TS187,0
TS188,0
TS189,0
TS190,1
TS191,0
TS192,0
TS193,0
TS194,0
TS195,0
TS196,0
TS197,1
TS198,0
TS199,1
TS200,1
TS201,0
TS202,0
TS203,0
TS204,1
TS205,0
TS206,1
TS207,0
TS208,1
TS209,1
TS210,1
TS211,0
TS212,0
TS213,0
TS214,1
TS215,1
TS216,0
TS217,0
TS218,0
TS219,0
TS220,0
TS221,0
TS222,1
TS223,0
TS224,0
TS225,0
TS226,1
TS227,0
TS228,0
TS229,0
TS230,1
TS231,0
TS232,0
TS233,0
TS234,1
TS235,0
TS236,0
TS237,0
TS238,0
TS239,0
TS240,1
TS241,1
TS242,1
TS243,0
TS244,1
TS245,1
TS246,0
TS247,0
TS248,1
TS249,0
TS250,0
TS251,0
TS252,0
TS253,1
TS254,1
TS255,1
TS256,0
TS257,1
TS258,1
TS259,0
TS260,0
TS261,0
TS262,0
TS263,0
TS264,1
TS265,1
TS266,0
TS267,0
TS268,0
TS269,0
TS270,0
TS271,0
TS272,0
TS273,0
TS274,1
TS275,0
TS276,1
TS277,0
TS278,0
TS279,0
TS280,0
TS281,0
TS282,0
TS283,0
TS284,0
TS285,1
TS286,1
TS287,1
TS288,1
TS289,1
TS290,1
TS291,0
TS292,0
TS293,1
TS294,0
TS295,0
TS296,0
TS297,0
TS298,0
TS299,1
TS300,0
TS301,0
TS302,0
TS303,0
TS304,1
TS305,0
TS306,0
TS307,0
TS308,0
TS309,0
TS310,1
TS311,1
TS312,1
TS313,0
TS314,0
TS315,0
TS316,0
TS317,1
TS318,0
TS319,0
TS320,0
TS321,1
TS322,0
TS323,1
TS324,0
TS325,0
TS326,1
TS327,1
TS328,0
TS329,0
TS330,0
TS331,0
TS332,0
TS333,0
TS334,0
TS335,0
TS336,1
TS337,0
TS338,0
TS339,0
TS340,1
TS341,0
TS342,0
TS343,0
TS344,0
TS345,0
TS346,1
TS347,0
TS348,0
TS349,1
TS350,1
TS351,0
TS352,1
TS353,1
TS354,1
TS355,1
TS356,1
TS357,0
TS358,1
TS359,0
TS360,1
TS361,1
TS362,0
TS363,0
TS364,0
TS365,0
TS366,0
TS367,0
TS368,1
TS369,1
TS370,1
TS371,0
TS372,1
TS373,0
TS374,1
TS375,1
TS376,0
TS377,1
TS378,1
TS379,0
TS380,1
TS381,1
TS382,0
TS383,0
TS384,1
TS385,0
TS386,1
TS387,0
TS388,1
TS389,0
TS390,0
TS391,0
TS392,1
TS393,0
TS394,0
TS395,1
TS396,0
TS397,0
TS398,1
TS399,0
TS400,0
TS401,0
TS402,0
TS403,0
TS404,0
TS405,1
TS406,0
TS407,1
TS408,0
TS409,1
TS410,0
TS411,0
TS412,0
TS413,1
TS414,1
TS415,1
TS416,1
TS417,0
TS418,1
TS419,0
TS420,1
TS421,0
TS422,0
TS423,0
TS424,0
TS425,0
TS426,0
TS427,1
TS428,0
TS429,1
TS430,0
TS431,0
TS432,0
TS433,0
TS434,1
TS435,0
TS436,1
TS437,0
TS438,0
TS439,0
TS440,1
TS441,0
TS442,0
TS443,0
TS444,0
TS445,1
TS446,0
TS447,0
TS448,1
TS449,0
TS450,1
TS451,0
TS452,1
TS453,0
TS454,0
TS455,0
TS456,1
TS457,0
TS458,1
TS459,0
TS460,0
TS461,0
TS462,0
TS463,0
TS464,0
TS465,1
TS466,1
TS467,1
TS468,1
TS469,0
TS470,0
TS471,1
TS472,1
TS473,1
TS474,1
TS475,0
TS476,0
TS477,1
TS478,0
TS479,0
TS480,0
TS481,1
TS482,0
TS483,0
TS484,0
TS485,1
TS486,1
TS487,1
TS488,0
TS489,0
TS490,0
TS491,0
TS492,0
TS493,0
TS494,1
TS495,0
TS496,1
TS497,0
TS498,1
TS499,1
TS500,0
TS501,1
TS502,0
TS503,1
TS504,1
TS505,0
TS506,0
TS507,1
TS508,0
TS509,1
TS510,0
TS511,0
TS512,0
TS513,0
TS514,0
TS515,0
TS516,0
TS517,1
TS518,0
TS519,0
TS520,0
TS521,0
TS522,1
TS523,0
TS524,1
TS525,0
TS526,1
TS527,1
TS528,0
TS529,0
TS530,1
TS531,1
TS532,0
TS533,1
TS534,0
TS535,0
TS536,0
TS537,0
TS538,1
TS539,0
TS540,1
TS541,0
TS542,1
TS543,0
TS544,0
TS545,0
TS546,0
TS547,1
TS548,0
TS549,0
TS550,0
TS551,0
TS552,0
TS553,0
TS554,0
TS555,1
TS556,0
TS557,0
TS558,0
TS559,0
TS560,0
TS561,0
TS562,0
TS563,1
TS564,0
TS565,0
TS566,0
TS567,1
TS568,0
TS569,0
TS570,1
TS571,0
TS572,1
TS573,0
TS574,1
TS575,0
TS576,1
TS577,0
TS578,1
TS579,0
TS580,0
TS581,1
TS582,1
TS583,1
TS584,1
TS585,1
TS586,0
TS587,1
TS588,0
TS589,1
TS590,0
TS591,0
TS592,0
TS593,0
TS594,0
TS595,0
TS596,0
TS597,0
TS598,0
TS599,0
TS600,0
TS601,0
TS602,0
TS603,0
TS604,0
TS605,1
TS606,1
TS607,1
TS608,0
TS609,0
TS610,1
TS611,1
TS612,0
TS613,1
TS614,0
TS615,1
TS616,1
TS617,0
TS618,1
TS619,0
TS620,0
TS621,0
TS622,1
TS623,1
TS624,1
TS625,0
TS626,1
TS627,1
TS628,0
TS629,1
TS630,0
TS631,1
TS632,1
TS633,1
TS634,0
TS635,0
TS636,1
TS637,0
TS638,1
TS639,0
TS640,0
TS641,1
TS642,0
TS643,0
TS644,1
TS645,0
TS646,0
TS647,0
TS648,0
TS649,1
TS650,0
TS651,0
TS652,0
TS653,0
TS654,0
TS655,0
TS656,1
TS657,0
TS658,1
TS659,1
TS660,1
TS661,0
TS662,1
TS663,0
TS664,0
TS665,0
TS666,0
TS667,1
TS668,1
TS669,0
TS670,0
TS671,0
TS672,0
TS673,0
TS674,0
TS675,0
TS676,1
TS677,0
TS678,0
TS679,0
TS680,0
TS681,0
TS682,0
TS683,0
TS684,0
TS685,1
TS686,1
TS687,1
TS688,1
TS689,0
TS690,0
TS691,0
TS692,0
TS693,0
TS694,0
TS695,0
TS696,1
TS697,1
TS698,0
TS699,1
TS700,0
TS701,0
TS702,0
TS703,0
TS704,0
TS705,1
TS706,0
TS707,0
TS708,0
TS709,0
TS710,0
TS711,0
TS712,0
TS713,0
TS714,1
TS715,0
TS716,0
TS717,1
TS718,1
TS719,0
TS720,1
TS721,0
TS722,0
TS723,0
TS724,0
TS725,0
TS726,1
TS727,1
TS728,0
TS729,0
TS730,0
TS731,1
TS732,0
TS733,0
TS734,1
TS735,1
TS736,1
TS737,0
TS738,0
TS739,0
TS740,1
TS741,0
TS742,0
TS743,0
TS744,1
TS745,0
TS746,1
TS747,1
TS748,1
TS749,0
TS750,0
TS751,1
TS752,0
TS753,1
TS754,0
TS755,0
TS756,0
TS757,1
TS758,0
TS759,0
TS760,0
TS761,0
TS762,1
TS763,0
TS764,0
TS765,0
TS766,1
TS767,1
TS768,0
TS769,1
TS770,1
TS771,1
TS772,0
TS773,0
TS774,0
TS775,0
TS776,1
TS777,0
TS778,0
TS779,1
TS780,1
TS781,1
TS782,1
TS783,1
TS784,1
TS785,1
TS786,1
TS787,0
TS788,0
TS789,1
TS790,0
TS791,1
TS792,1
TS793,0
TS794,1
TS795,1
TS796,1
TS797,0
TS798,1
TS799,1
TS800,0
TS801,1
TS802,1
TS803,0
TS804,1
TS805,0
TS806,0
TS807,1
TS808,0
TS809,0
TS810,0
TS811,1
TS812,0
TS813,0
TS814,0
TS815,0
TS816,0
TS817,0
TS818,0
TS819,0
TS820,0
TS821,1
TS822,0
TS823,0
TS824,0
TS825,0
TS826,1
TS827,0
TS828,1
TS829,0
TS830,0
TS831,1
TS832,1
TS833,1
TS834,0
TS835,0
TS836,0
TS837,0
TS838,0
TS839,1
TS840,0
TS841,1
TS842,1
TS843,0
TS844,0
TS845,1
TS846,0
TS847,1
TS848,0
TS849,1
TS850,1
TS851,0
TS852,0
TS853,0
TS854,0
TS855,0
TS856,1
TS857,1
TS858,1
TS859,1
TS860,1
TS861,0
TS862,0
TS863,1
TS864,1
TS865,0
TS866,0
TS867,1
TS868,1
TS869,0
TS870,0
TS871,1
TS872,0
TS873,1
TS874,1
TS875,1
TS876,0
TS877,0
TS878,0
TS879,0
TS880,1
TS881,0
TS882,1
TS883,0
TS884,0
TS885,0
TS886,1
TS887,1
TS888,0
TS889,0
TS890,0
TS891,0
TS892,1
TS893,1
TS894,0
TS895,0
TS896,1
TS897,0
TS898,0
TS899,0
TS900,0
TS901,0
TS902,0
TS903,0
TS904,1
TS905,0
TS906,0
TS907,0
TS908,0
TS909,1
TS910,0
TS911,0
TS912,0
TS913,1
TS914,0
TS915,1
TS916,0
TS917,0
TS918,0
TS919,0
TS920,0
TS921,0
TS922,0
TS923,0
TS924,0
TS925,0
TS926,0
TS927,0
TS928,1
TS929,0
TS930,0
TS931,0
TS932,0
TS933,1
TS934,1
TS935,1
TS936,1
TS937,0
TS938,0
TS939,0
TS940,1
TS941,0
TS942,0
TS943,0
TS944,1
TS945,0
TS946,0
TS947,0
TS948,0
TS949,0
TS950,0
TS951,1
TS952,0
TS953,1
TS954,0
TS955,1
TS956,0
TS957,0
TS958,1
TS959,0
TS960,0
TS961,0
TS962,0
TS963,1
TS964,1
TS965,0
TS966,1
TS967,0
TS968,0
TS969,1
TS970,1
TS971,0
TS972,0
TS973,0
TS974,1
TS975,0
TS976,0
TS977,0
TS978,0
TS979,1
TS980,1
TS981,0
TS982,1
TS983,0
TS984,0
TS985,0
TS986,0
TS987,1
TS988,1
TS989,0
TS990,0
TS991,0
TS992,1
TS993,0
TS994,0
TS995,1
TS996,0
TS997,0
TS998,1
TS999,1
TS1000,1
TS1001,1
TS1002,1
TS1003,1
TS1004,0
TS1005,1
TS1006,1
TS1007,0
TS1008,0
TS1009,0
TS1010,1
TS1011,0
TS1012,0
TS1013,0
TS1014,0
TS1015,1
TS1016,1
TS1017,0
TS1018,0
TS1019,1
TS1020,0
TS1021,0
TS1022,1
TS1023,0
TS1024,0
TS1025,0
TS1026,0
TS1027,0
TS1028,0
TS1029,0
TS1030,0
TS1031,1
TS1032,1
TS1033,0
TS1034,1
TS1035,0
TS1036,1
TS1037,0
TS1038,1
TS1039,0
TS1040,0
TS1041,1
TS1042,0
TS1043,0
TS1044,1
TS1045,0
TS1046,1
TS1047,0
TS1048,0
TS1049,1
TS1050,1
TS1051,0
TS1052,0
TS1053,0
TS1054,1
TS1055,0
TS1056,0
TS1057,0
TS1058,1
TS1059,0
TS1060,1
TS1061,0
TS1062,0
TS1063,1
TS1064,1
TS1065,0
TS1066,0
TS1067,0
TS1068,0
TS1069,0
TS1070,0
TS1071,1
TS1072,0
TS1073,0
TS1074,1
TS1075,0
TS1076,0
TS1077,0
TS1078,0
TS1079,0
TS1080,1
TS1081,0
TS1082,1
TS1083,1
TS1084,0
TS1085,0
TS1086,0
TS1087,0
TS1088,0
TS1089,0
TS1090,0
TS1091,0
TS1092,0
TS1093,0
TS1094,0
TS1095,0
TS1096,1
TS1097,1
TS1098,0
TS1099,0
TS1100,1
TS1101,1
TS1102,1
TS1103,0
TS1104,0
TS1105,0
TS1106,0
TS1107,0
TS1108,1
TS1109,0
TS1110,1
TS1111,1
TS1112,0
TS1113,1
TS1114,0
TS1115,0
TS1116,1
TS1117,0
TS1118,0
TS1119,0
TS1120,0
TS1121,0
TS1122,1
TS1123,1
TS1124,0
TS1125,1
TS1126,1
TS1127,0
TS1128,1
TS1129,0
TS1130,0
TS1131,0
TS1132,1
TS1133,0
TS1134,0
TS1135,1
TS1136,1
TS1137,1
TS1138,1
TS1139,1
TS1140,0
TS1141,0
TS1142,1
TS1143,1
TS1144,0
TS1145,0
TS1146,0
TS1147,1
TS1148,0
TS1149,0
TS1150,0
TS1151,0
TS1152,0
TS1153,0
TS1154,1
TS1155,1
TS1156,1
TS1157,0
TS1158,0
TS1159,0
TS1160,0
TS1161,1
TS1162,1
TS1163,0
TS1164,1
TS1165,0
TS1166,0
TS1167,0
TS1168,0
TS1169,1
TS1170,1
TS1171,1
TS1172,0
TS1173,1
TS1174,1
TS1175,1
TS1176,0
TS1177,0
TS1178,1
TS1179,0
TS1180,1
TS1181,0
TS1182,0
TS1183,1
TS1184,0
TS1185,0
TS1186,0
TS1187,0
TS1188,0
TS1189,0
TS1190,0
TS1191,1
TS1192,0
TS1193,1
TS1194,0
TS1195,0
TS1196,1
TS1197,1
TS1198,0
TS1199,0
TS1200,0
TS1201,0
TS1202,0
TS1203,1
TS1204,0
TS1205,0
TS1206,1
TS1207,1
